,number,name,code
1996,CLST 341A,The Ancient City,[]
1997,CLST 341A-1,Art and Archaeology ,[]
1998,CLST 341A-2,"Political, Social, and Cultural Context",[]
1999,CLST 343SA,Conservation and Management of the Material Heritage,[]
2000,CLST 344,Early Greek Archaeology: From the Fall of Mycenae to the Persian Wars,[]
2001,CLST 346S,Classical Sculpture,[]
2002,CLST 348,"Classical Greek Archaeology, Archaic to Classical",[]
2003,CLST 352,The Aegean Bronze Age,[]
2004,CLST 354,Roman Spectacle,[]
2005,CLST 357,Roman Coinage: The Materiality of an Ancient Economy,[]
2006,CLST 360,The History of the Book,[]
2007,CLST 364,Ancient Science and Technology,[]
2008,CLST 366,Inventing Sickness: The Science and Practice of Medicine in Ancient Greece,[]
2009,CLST 368S,The Afterlife of Classics,[]
2010,CLST 371,Aristotle,[]
2011,CLST 480S,Capstone Seminars in Classical Studies,[]
2012,CLST 480S-1,Capstone Research Seminars in Classical Studies,[]
2013,CLST 490,Special Topics in Classical Studies,[]
2014,CLST 491,Independent Study,[]
2015,CLST 493,Research Independent Study,[]
2016,CLST 524S,Greek History from the Bronze Age to the fifth century BCE,[]
2017,CLST 528S,Greek History: Fifth Through First Centuries BC,[]
2018,CLST 532,The Roman Republic,[]
2019,CLST 532S,Roman History from Romulus to Augustus,[]
2020,CLST 536,The Roman Empire,[]
2021,CLST 536S,Roman History from Augustus through Late Antiquity,[]
2022,CLST 540S,Roman Coinage: The Materiality of the Roman Economy,[]
2023,CLST 541S,Greek Art and Society: Archaic To Classical,[]
2024,CLST 542S,Greek Art: Hellenistic to Roman,[]
2025,CLST 543S,The Archaeology of Death: Ritual and Social Structure in the Ancient World,[]
2026,CLST 544L,Introduction to Digital Archaeology,[]
2027,CLST 546S,Ancient Spain and Portugal: the Roman Provinces of the Iberian Peninsula,[]
2028,CLST 547S,Roman Provincial Archaeology: The West,[]
2029,CLST 550,Principles of Pre-Roman and Etruscan Archaeology,[]
2030,CLST 551S,Principles of Roman Archaeology ,[]
2031,CLST 552,"Greek Archaeology Survey, Part 1",[]
2032,CLST 553,"Greek Archaeology Survey, Part 2",[]
2033,CLST 556SL,Roman Topography: Urban Life and Cityscapes in Ancient Rome,[]
2034,CLST 558S,Live Images: Ancient and Medieval Representations of the Divine,[]
2035,CLST 560,Etruscan Cities,[]
2036,CLST 564S,"Toleration, Freedom of Conscience, and Religious Liberty",[]
2037,CLST 568,The Legacy of Greece and Rome,[]
2038,CLST 571S,Ancient Political Philosophy,[]
2039,CLST 572S,Plato,[]
2040,CLST 573S,Aristotle,[]
2041,CLST 580S,Proseminar: Introduction to Classical Studies,[]
2042,CLST 590S,Special Topics in Greek Art,[]
2043,CLST 590S-1,Special Topics in Greek Archaeology,[]
2044,CLST 590SL,Special Topics in Roman Archaeology,[]
2045,CLST 690S,Special Topics in Classical Studies,[]
2046,CLST 691,Directed Reading and Research,[]
2047,CLST 724S,Seminar in Ancient History I (Topics),[]
2048,CLST 728S,Seminar in Ancient History II (Topics),[]
2049,CLST 744S,Archaeology Seminar I (Topics),[]
2050,CLST 748S,Archaeology Seminar II (Topics),[]
2051,CLST 790,Special Topics in Classical Studies,[]
2052,CLST 808S,Classical Studies Pedagogy,[]
2053,GREEK 101,Elementary Greek,[]
2054,GREEK 102,Elementary Greek,[]
2055,GREEK 111,Intensive First-Year Greek,[]
2056,GREEK 203,Intermediate Greek,[]
2057,GREEK 203A-1,Intermediate Greek,[]
2058,GREEK 203A-2,Intermediate Greek: Prose (Study Abroad),[]
2059,GREEK 204A-1,Advanced Intermediate Greek,[]
2060,GREEK 204A-2,Intermediate Greek: Verse (Study Abroad),[]
2061,GREEK 204S,Advanced Intermediate Greek,[]
2062,GREEK 291,Independent Study,[]
2063,GREEK 292,Independent Study,[]
2064,GREEK 301A-1,Advanced Greek,[]
2065,GREEK 301AS-2,Advanced Greek,[]
2066,GREEK 304S,Greek Historians,[]
2067,GREEK 308S,Greek Philosophy,[]
2068,GREEK 312S,Greek Oratory and Rhetoric,[]
2069,GREEK 324S,Greek Epic,[]
2070,GREEK 328S,Lyric and Hellenistic Poetry,[]
2071,GREEK 332S,Greek Drama,[]
2072,GREEK 334S,Ancient Greek Scholarship: G(r)eeks on Greek,[]
2073,GREEK 344S,Greek Novel,[]
2074,GREEK 491,Independent Study,[]
2075,GREEK 493,Research Independent Study,[]
2076,GREEK 504,Historians,[]
2077,GREEK 508S,Greek Philosophy,[]
2078,GREEK 512S,Greek Rhetoric and Ancient Literary Criticism,[]
2079,GREEK 520S,Greek Epic,[]
2080,GREEK 524S,Greek Lyric,[]
2081,GREEK 528,Drama,[]
2082,GREEK 534S,Ancient Scholarship: G(r)eeks on Greek,[]
2083,GREEK 580,Survey of Greek Literature,[]
2084,GREEK 582S,Greek Epigraphy,[]
2085,GREEK 586S,Papyrology,[]
2086,GREEK 691,Directed Reading and Research,[]
2087,GREEK 750S,Foundations of Ancient Greek,[]
2088,GREEK 764S,Seminar in Greek Literature I,[]
2089,GREEK 768S,Seminar in Greek Literature II,[]
2090,LATIN 025,Introduction to Literature,[]
2091,LATIN 101,Elementary Latin,[]
2092,LATIN 102,Elementary Latin,[]
2093,LATIN 203,Intermediate Latin,[]
2094,LATIN 203A-1,Intermediate Latin: Caesar's Civil War,[]
2095,LATIN 204,Advanced Intermediate Latin,[]
2096,LATIN 204A-1,Advanced Intermediate Latin,[]
2097,LATIN 204A-2,Intermediate Latin: Verse (Study Abroad),[]
2098,LATIN 251,Refresher Latin for First-Year Students ,[]
2099,LATIN 291,Independent Study,[]
2100,LATIN 292,Independent Study,[]
2101,LATIN 293,Research Independent Study,[]
2102,LATIN 301A-1,Advanced Latin,[]
2103,LATIN 301AS-2,Advanced Latin,[]
2104,LATIN 302S,The Catilinarian Conspiracy,[]
2105,LATIN 304S,History and Biography,[]
2106,LATIN 305S,Roman Historians,[]
2107,LATIN 307S,Philosophy in Rome,[]
2108,LATIN 308S,Latin Epistle,[]
2109,LATIN 312S,Oratory/ Rhetoric,[]
2110,LATIN 316S,Latin Novel,[]
2111,LATIN 320S,Ovid,[]
2112,LATIN 322S,Vergil,[]
2113,LATIN 324S,Latin Epic,[]
2114,LATIN 326S,Latin Lyric,[]
2115,LATIN 328S,Elegy,[]
2116,LATIN 332S,Drama,[]
2117,LATIN 336S,Satire,[]
2118,LATIN 356S, Lucretius: On the Nature of Things,[]
2119,LATIN 360S,Latin of the Late Roman Republic,[]
2120,LATIN 362S,Latin Panegyric: Praise and Blame in Latin Letters and Life,[]
2121,LATIN 368S,Pliny and Martial,[]
2122,LATIN 370S,Ancient Autobiography: Augustine's Confessions,[]
2123,LATIN 376S,Medieval Latin,[]
2124,LATIN 390S,Special Topics in Latin Literature,[]
2125,LATIN 491,Independent Study,[]
2126,LATIN 493,Research Independent Study,[]
2127,LATIN 504S,"Selections From Latin Texts/Authors in the Genres of History, Oratory, and/or Philosophy",[]
2128,LATIN 508S,Medieval and Renaissance Latin,[]
2129,LATIN 524S,"Latin Poetry: Epic, Lyric, and Elegy",[]
2130,LATIN 528S,"Selections From Latin Texts/Authors in the Genres of Drama, Satire, and/or the Novel",[]
2131,LATIN 580,Survey of Latin Literature from its Beginnings to Late Antiquity,[]
2132,LATIN 581S,Latin Prose Syntax and Style,[]
2133,LATIN 584S,Latin Palaeography,[]
2134,LATIN 585S,Latin Epigraphy,[]
2135,LATIN 691,Directed Reading and Research,[]
2136,LATIN 764,Seminar in Latin Literature I,[]
2137,LATIN 768S,Seminar in Latin Literature II,[]
2138,CLST 089S,First-Year Seminar,[]
2139,CLST 141,Age of Warriors: Pre-Roman and Italian Archaeology,[]
2140,CLST 144,Principles of Archaeology,[]
2141,CLST 151,Classical Etymology: The Greek and Latin Roots of English,[]
2142,CLST 170FS,Liberty and Equality: Ancient and Modern Perspectives,[]
2143,CLST 171S,Birth of the West: Thinking about the Greek Origins of Western Civilization,[]
2144,CLST 181S,Greek Civilization,[]
2145,CLST 182S,Roman Civilization,[]
2146,CLST 204,Ancient and Medieval Epic,[]
2147,CLST 206,Classics of Page and Screen: Exploring the Iconic in Literature and Film,[]
2148,CLST 208,Ancient Myth,[]
2149,CLST 240L,Virtual Museums: Theories and Methods of 21st-Century Museums,[]
2150,CLST 241,"Etruscans: Myth, Archaeology and Civilization",[]
2151,CLST 243S,Representations of Women in the Classical World,[]
2152,CLST 246,Roman Archaeology: Origins to Empire,[]
2153,CLST 248,Art and Archaeology of Ancient Athens,[]
2154,CLST 250,The Art of Greece and Rome,[]
2155,CLST 262,Ancient Athletics,[]
2156,CLST 264,Greek and Roman Religion,[]
2157,CLST 266,Gender and Sexuality in the Ancient World,[]
2158,CLST 271,History of Ancient Philosophy,[]
2159,CLST 272A,The Birth of Reason in Ancient Greece,[]
2160,CLST 275,Democracy: Ancient and Modern,[]
2161,CLST 278,Roman Political Thought and Its Modern Legacy,[]
2162,CLST 283,Greek History,[]
2163,CLST 284,Roman History,[]
2164,CLST 290,Special Topics in Classical Studies,[]
2165,CLST 290A,Duke-Administered Study Abroad: Special Topics in Classical Studies,[]
2166,CLST 290SA,Duke-Administered Study Abroad: Special Topics in Classical Studies,[]
2167,CLST 291,Independent Study,[]
2168,CLST 293,Research Independent Study,[]
2169,CLST 299L,Introduction to Landscape Archaeology and Cultural Landscapes,[]
2170,CLST 304,Drama of Greece and Rome,[]
2171,CLST 308,Greek and Roman Law,[]
2172,CLST 312S,Ancient Greek Notions of Justice,[]
2173,CLST 316S,Self-Knowledge and the Pursuit of Wisdom,[]
2174,CLST 320A,Mediterranean Cultures (Study Abroad),[]
2175,CLST 340A,Rome: History of the City,[]
2176,CLST 341A,The Ancient City,[]
2177,CLST 341A-1,Art and Archaeology ,[]
2178,CLST 341A-2,"Political, Social, and Cultural Context",[]
2179,CLST 343SA,Conservation and Management of the Material Heritage,[]
2180,CLST 344,Early Greek Archaeology: From the Fall of Mycenae to the Persian Wars,[]
2181,CLST 346S,Classical Sculpture,[]
2182,CLST 348,"Classical Greek Archaeology, Archaic to Classical",[]
2183,CLST 352,The Aegean Bronze Age,[]
2184,CLST 354,Roman Spectacle,[]
2185,CLST 357,Roman Coinage: The Materiality of an Ancient Economy,[]
2186,CLST 360,The History of the Book,[]
2187,CLST 364,Ancient Science and Technology,[]
2188,CLST 366,Inventing Sickness: The Science and Practice of Medicine in Ancient Greece,[]
2189,CLST 368S,The Afterlife of Classics,[]
2190,CLST 371,Aristotle,[]
2191,CLST 480S,Capstone Seminars in Classical Studies,[]
2192,CLST 480S-1,Capstone Research Seminars in Classical Studies,[]
2193,CLST 490,Special Topics in Classical Studies,[]
2194,CLST 491,Independent Study,[]
2195,CLST 493,Research Independent Study,[]
2196,CLST 524S,Greek History from the Bronze Age to the fifth century BCE,[]
2197,CLST 528S,Greek History: Fifth Through First Centuries BC,[]
2198,CLST 532,The Roman Republic,[]
2199,CLST 532S,Roman History from Romulus to Augustus,[]
2200,CLST 536,The Roman Empire,[]
2201,CLST 536S,Roman History from Augustus through Late Antiquity,[]
2202,CLST 540S,Roman Coinage: The Materiality of the Roman Economy,[]
2203,CLST 541S,Greek Art and Society: Archaic To Classical,[]
2204,CLST 542S,Greek Art: Hellenistic to Roman,[]
2205,CLST 543S,The Archaeology of Death: Ritual and Social Structure in the Ancient World,[]
2206,CLST 544L,Introduction to Digital Archaeology,[]
2207,CLST 546S,Ancient Spain and Portugal: the Roman Provinces of the Iberian Peninsula,[]
2208,CLST 547S,Roman Provincial Archaeology: The West,[]
2209,CLST 550,Principles of Pre-Roman and Etruscan Archaeology,[]
2210,CLST 551S,Principles of Roman Archaeology ,[]
2211,CLST 552,"Greek Archaeology Survey, Part 1",[]
2212,CLST 553,"Greek Archaeology Survey, Part 2",[]
2213,CLST 556SL,Roman Topography: Urban Life and Cityscapes in Ancient Rome,[]
2214,CLST 558S,Live Images: Ancient and Medieval Representations of the Divine,[]
2215,CLST 560,Etruscan Cities,[]
2216,CLST 564S,"Toleration, Freedom of Conscience, and Religious Liberty",[]
2217,CLST 568,The Legacy of Greece and Rome,[]
2218,CLST 571S,Ancient Political Philosophy,[]
2219,CLST 572S,Plato,[]
2220,CLST 573S,Aristotle,[]
2221,CLST 580S,Proseminar: Introduction to Classical Studies,[]
2222,CLST 590S,Special Topics in Greek Art,[]
2223,CLST 590S-1,Special Topics in Greek Archaeology,[]
2224,CLST 590SL,Special Topics in Roman Archaeology,[]
2225,CLST 690S,Special Topics in Classical Studies,[]
2226,CLST 691,Directed Reading and Research,[]
2227,CLST 724S,Seminar in Ancient History I (Topics),[]
2228,CLST 728S,Seminar in Ancient History II (Topics),[]
2229,CLST 744S,Archaeology Seminar I (Topics),[]
2230,CLST 748S,Archaeology Seminar II (Topics),[]
2231,CLST 790,Special Topics in Classical Studies,[]
2232,CLST 808S,Classical Studies Pedagogy,[]
2233,LATIN 025,Introduction to Literature,[]
2234,LATIN 101,Elementary Latin,[]
2235,LATIN 102,Elementary Latin,[]
2236,LATIN 203,Intermediate Latin,[]
2237,LATIN 203A-1,Intermediate Latin: Caesar's Civil War,[]
2238,LATIN 204,Advanced Intermediate Latin,[]
2239,LATIN 204A-1,Advanced Intermediate Latin,[]
2240,LATIN 204A-2,Intermediate Latin: Verse (Study Abroad),[]
2241,LATIN 251,Refresher Latin for First-Year Students ,[]
2242,LATIN 291,Independent Study,[]
2243,LATIN 292,Independent Study,[]
2244,LATIN 293,Research Independent Study,[]
2245,LATIN 301A-1,Advanced Latin,[]
2246,LATIN 301AS-2,Advanced Latin,[]
2247,LATIN 302S,The Catilinarian Conspiracy,[]
2248,LATIN 304S,History and Biography,[]
2249,LATIN 305S,Roman Historians,[]
2250,LATIN 307S,Philosophy in Rome,[]
2251,LATIN 308S,Latin Epistle,[]
2252,LATIN 312S,Oratory/ Rhetoric,[]
2253,LATIN 316S,Latin Novel,[]
2254,LATIN 320S,Ovid,[]
2255,LATIN 322S,Vergil,[]
2256,LATIN 324S,Latin Epic,[]
2257,LATIN 326S,Latin Lyric,[]
2258,LATIN 328S,Elegy,[]
2259,LATIN 332S,Drama,[]
2260,LATIN 336S,Satire,[]
2261,LATIN 356S, Lucretius: On the Nature of Things,[]
2262,LATIN 360S,Latin of the Late Roman Republic,[]
2263,LATIN 362S,Latin Panegyric: Praise and Blame in Latin Letters and Life,[]
2264,LATIN 368S,Pliny and Martial,[]
2265,LATIN 370S,Ancient Autobiography: Augustine's Confessions,[]
2266,LATIN 376S,Medieval Latin,[]
2267,LATIN 390S,Special Topics in Latin Literature,[]
2268,LATIN 491,Independent Study,[]
2269,LATIN 493,Research Independent Study,[]
2270,LATIN 504S,"Selections From Latin Texts/Authors in the Genres of History, Oratory, and/or Philosophy",[]
2271,LATIN 508S,Medieval and Renaissance Latin,[]
2272,LATIN 524S,"Latin Poetry: Epic, Lyric, and Elegy",[]
2273,LATIN 528S,"Selections From Latin Texts/Authors in the Genres of Drama, Satire, and/or the Novel",[]
2274,LATIN 580,Survey of Latin Literature from its Beginnings to Late Antiquity,[]
2275,LATIN 581S,Latin Prose Syntax and Style,[]
2276,LATIN 584S,Latin Palaeography,[]
2277,LATIN 585S,Latin Epigraphy,[]
2278,LATIN 691,Directed Reading and Research,[]
2279,LATIN 764,Seminar in Latin Literature I,[]
2280,LATIN 768S,Seminar in Latin Literature II,[]
2281,GREEK 101,Elementary Greek,[]
2282,GREEK 102,Elementary Greek,[]
2283,GREEK 111,Intensive First-Year Greek,[]
2284,GREEK 203,Intermediate Greek,[]
2285,GREEK 203A-1,Intermediate Greek,[]
2286,GREEK 203A-2,Intermediate Greek: Prose (Study Abroad),[]
2287,GREEK 204A-1,Advanced Intermediate Greek,[]
2288,GREEK 204A-2,Intermediate Greek: Verse (Study Abroad),[]
2289,GREEK 204S,Advanced Intermediate Greek,[]
2290,GREEK 291,Independent Study,[]
2291,GREEK 292,Independent Study,[]
2292,GREEK 301A-1,Advanced Greek,[]
2293,GREEK 301AS-2,Advanced Greek,[]
2294,GREEK 304S,Greek Historians,[]
2295,GREEK 308S,Greek Philosophy,[]
2296,GREEK 312S,Greek Oratory and Rhetoric,[]
2297,GREEK 324S,Greek Epic,[]
2298,GREEK 328S,Lyric and Hellenistic Poetry,[]
2299,GREEK 332S,Greek Drama,[]
2300,GREEK 334S,Ancient Greek Scholarship: G(r)eeks on Greek,[]
2301,GREEK 344S,Greek Novel,[]
2302,GREEK 491,Independent Study,[]
2303,GREEK 493,Research Independent Study,[]
2304,GREEK 504,Historians,[]
2305,GREEK 508S,Greek Philosophy,[]
2306,GREEK 512S,Greek Rhetoric and Ancient Literary Criticism,[]
2307,GREEK 520S,Greek Epic,[]
2308,GREEK 524S,Greek Lyric,[]
2309,GREEK 528,Drama,[]
2310,GREEK 534S,Ancient Scholarship: G(r)eeks on Greek,[]
2311,GREEK 580,Survey of Greek Literature,[]
2312,GREEK 582S,Greek Epigraphy,[]
2313,GREEK 586S,Papyrology,[]
2314,GREEK 691,Directed Reading and Research,[]
2315,GREEK 750S,Foundations of Ancient Greek,[]
2316,GREEK 764S,Seminar in Greek Literature I,[]
2317,GREEK 768S,Seminar in Greek Literature II,[]
2318,CLST 141,Age of Warriors: Pre-Roman and Italian Archaeology,[]
2319,CLST 144,Principles of Archaeology,[]
2320,CLST 240L,Virtual Museums: Theories and Methods of 21st-Century Museums,[]
2321,CLST 241,"Etruscans: Myth, Archaeology and Civilization",[]
2322,CLST 243S,Representations of Women in the Classical World,[]
2323,CLST 246,Roman Archaeology: Origins to Empire,[]
2324,CLST 248,Art and Archaeology of Ancient Athens,[]
2325,CLST 250,The Art of Greece and Rome,[]
2326,CLST 299L,Introduction to Landscape Archaeology and Cultural Landscapes,[]
2327,CLST 340A,Rome: History of the City,[]
2328,CLST 341A,The Ancient City,[]
2329,CLST 341A-1,Art and Archaeology ,[]
2330,CLST 341A-2,"Political, Social, and Cultural Context",[]
2331,CLST 343SA,Conservation and Management of the Material Heritage,[]
2332,CLST 344,Early Greek Archaeology: From the Fall of Mycenae to the Persian Wars,[]
2333,CLST 346S,Classical Sculpture,[]
2334,CLST 348,"Classical Greek Archaeology, Archaic to Classical",[]
2335,CLST 352,The Aegean Bronze Age,[]
2336,CLST 354,Roman Spectacle,[]
2337,CLST 357,Roman Coinage: The Materiality of an Ancient Economy,[]
2338,CLST 540S,Roman Coinage: The Materiality of the Roman Economy,[]
2339,CLST 541S,Greek Art and Society: Archaic To Classical,[]
2340,CLST 542S,Greek Art: Hellenistic to Roman,[]
2341,CLST 543S,The Archaeology of Death: Ritual and Social Structure in the Ancient World,[]
2342,CLST 544L,Introduction to Digital Archaeology,[]
2343,CLST 546S,Ancient Spain and Portugal: the Roman Provinces of the Iberian Peninsula,[]
2344,CLST 547S,Roman Provincial Archaeology: The West,[]
2345,CLST 550,Principles of Pre-Roman and Etruscan Archaeology,[]
2346,CLST 551S,Principles of Roman Archaeology ,[]
2347,CLST 552,"Greek Archaeology Survey, Part 1",[]
2348,CLST 553,"Greek Archaeology Survey, Part 2",[]
2349,CLST 556SL,Roman Topography: Urban Life and Cityscapes in Ancient Rome,[]
2350,CLST 558S,Live Images: Ancient and Medieval Representations of the Divine,[]
2351,CLST 590S-1,Special Topics in Greek Archaeology,[]
2352,CLST 590SL,Special Topics in Roman Archaeology,[]
2353,CLST 744S,Archaeology Seminar I (Topics),[]
2354,CLST 748S,Archaeology Seminar II (Topics),[]
2355,CULANTH 80S,Studies in Special Topics,[]
2356,CULANTH 89S,First-Year Seminar,[]
2357,CULANTH 101,Introduction to Cultural Anthropology,[]
2358,CULANTH 101D,Introduction to Cultural Anthropology,[]
2359,CULANTH 104D,Introduction to Human Rights: Gateway for the Human Rights Certificate,[]
2360,CULANTH 105,Introduction to African Studies (DS3 or DS4),[]
2361,CULANTH 106S,The Documentary Experience: A Video Approach,[]
2362,CULANTH 107,Introduction to Sustainable Development,[]
2363,CULANTH 113FS,Enterprising Leadership and Civic Engagement,[]
2364,CULANTH 130,Anthropology and Film,[]
2365,CULANTH 130D,Anthropology and Film,[]
2366,CULANTH 131,World Music: Aesthetic and Anthropological Approaches,[]
2367,CULANTH 133S,African Mbira Music: An Experiential Learning Class,[]
2368,CULANTH 137,"Music, Social Life, and Scenes",[]
2369,CULANTH 148,Israel/Palestine: Comparative Perspectives,[]
2370,CULANTH 150,Anthropology of Food,[]
2371,CULANTH 170,Advertising and Society: Global Perspective (DS4),[]
