,number,name,code
6798,POLSCI 525S,RACE AND AMERICAN POLITICS,[]
6799,POLSCI 575S,ANCIENT POL PHILOSOPHY,[]
6800,POLSCI 585S,ADVERSARIAL ETHICS,[]
6801,POLSCI 590-3,INTERMEDIATE TOPICS SPC,[]
6802,POLSCI 590-3,INTERMEDIATE TOPICS SPC,[]
6803,POLSCI 631L,DEDUCT/ANALYTICAL APPROACHES,[]
6804,POLSCI 631L,DEDUCT/ANALYTICAL APPROACHES,[]
6805,POLSCI 642S,GLOBAL INEQUALITY RESEARCH,[]
6806,POLSCI 642S,GLOBAL INEQUALITY RESEARCH,[]
6807,POLSCI 650S,POL ECONOMY INTL RELATIONS,[]
6808,POLSCI 659S,CIVIL WARS,[]
6809,POLSCI 681S,LAW AND PHILOSOPHY,[]
6810,POLSCI 682S,LEGAL ANALYSIS FOR DEV GOV,[]
6811,POLSCI 690S-3,ADV TOP IN SPC,[]
6812,POLSCI 690S-5,ADV TOP IN POL METHODOLOGY,[]
6813,POLSCI 690S-5,ADV TOP IN POL METHODOLOGY,[]
6814,POLSCI 708,DEMOCRACY AND THE RULE OF LAW,[]
6815,POLSCI 732,DEVELOPING A CLEAR THESIS,[]
6816,POLSCI 745,CORE IN POLITICAL ECONOMY,[]
6817,POLSCI 752,WHAT MACHIAVELLI REALLY SAYS,[]
6818,POLSCI 760S,"CORE IN SEC, PEACE & CONFLICT",[]
6819,POLSCI 763S,FOUNDATIONAL SCHOLARSHIP IN IR,[]
6820,POLSCI 790S,TEACHING POLITICS,[]
6821,POLSCI 799,SPECIAL READINGS,[]
6822,POLSCI 890-4,POLITICAL BEHAVIOR & ID,[]
6823,POLSCI 890-6,POLITICAL ECONOMY,[]
6824,POLSCI 890-6,POLITICAL ECONOMY,[]
6825,POLSCI 89S,FIRST-YEAR SEMINAR (TOP),[]
6826,POLSCI 89S,FIRST-YEAR SEMINAR (TOP),[]
6827,POLSCI 105S,DOC EXPER: A VIDEO APPR,[]
6828,POLSCI 108,INTRO TO AFRICAN STUDIES,[]
6829,POLSCI 110,COMP APPR GLOBAL ISSUES,[]
6830,POLSCI 114,FROM VOTING TO PROTESTS,[]
6831,POLSCI 116D,AMER POLITICAL SYSTEM,[]
6832,POLSCI 116D,AMER POLITICAL SYSTEM,[]
6833,POLSCI 116D,AMER POLITICAL SYSTEM,[]
6834,POLSCI 116D,AMER POLITICAL SYSTEM,[]
6835,POLSCI 116D,AMER POLITICAL SYSTEM,[]
6836,POLSCI 120,CHALLENGES LIVING ETHICAL LIFE,[]
6837,POLSCI 125D,DEVELOPMENT POLITIC & PRACTICE,[]
6838,POLSCI 125D,DEVELOPMENT POLITIC & PRACTICE,[]
6839,POLSCI 125D,DEVELOPMENT POLITIC & PRACTICE,[]
6840,POLSCI 140S,EUROPEAN EMPIRES,[]
6841,POLSCI 145,INTRO TO POLITICAL ECONOMY,[]
6842,POLSCI 150FS,"CITIZENSHIP, PATRIOTISM, & ID",[]
6843,POLSCI 160D,"INTRO TO IR: SEC, PEACE & CONF",[]
6844,POLSCI 160D,"INTRO TO IR: SEC, PEACE & CONF",[]
6845,POLSCI 160D,"INTRO TO IR: SEC, PEACE & CONF",[]
6846,POLSCI 160D,"INTRO TO IR: SEC, PEACE & CONF",[]
6847,POLSCI 160D,"INTRO TO IR: SEC, PEACE & CONF",[]
6848,POLSCI 160D,"INTRO TO IR: SEC, PEACE & CONF",[]
6849,POLSCI 172FS,US RACIAL ATTITUDES & POLITICS,[]
6850,POLSCI 175FS,FREEDOM AND RESPONSIBILITY,[]
6851,POLSCI 176FS,HUMAN RIGHTS & WORLD POLITICS,[]
6852,POLSCI 180FS,NATURE OF FREEDOM,[]
6853,POLSCI 188FS,AMER PERSPEC ON CITIZENSHIP,[]
6854,POLSCI 189FS,INTRO MACHINE LEARNING,[]
6855,POLSCI 190FS,SP TOPICS IN FOCUS PROGRAM,[]
6856,POLSCI 239S,POLITICAL COMMUNICATION,[]
6857,POLSCI 249,"DENIAL, FAITH, REASON",[]
6858,POLSCI 262,THE HOLOCAUST,[]
6859,POLSCI 264S,DEMOCRATIC EROSION,[]
6860,POLSCI 273,THE MIDDLE EAST THROUGH FILM,[]
6861,POLSCI 275S,"LEFT, RIGHT, AND CENTER",[]
6862,POLSCI 277D,THE ETHICS OF WAR,[]
6863,POLSCI 277D,THE ETHICS OF WAR,[]
6864,POLSCI 277D,THE ETHICS OF WAR,[]
6865,POLSCI 277D,THE ETHICS OF WAR,[]
6866,POLSCI 277D,THE ETHICS OF WAR,[]
6867,POLSCI 278,ROMAN POLITICAL THOUGHT,[]
6868,POLSCI 279,POLITICAL SCIENCE AND YOU,[]
6869,POLSCI 303D,RELIGION RESTRICTIONS VIOLENCE,[]
6870,POLSCI 303D,RELIGION RESTRICTIONS VIOLENCE,[]
6871,POLSCI 303D,RELIGION RESTRICTIONS VIOLENCE,[]
6872,POLSCI 303D,RELIGION RESTRICTIONS VIOLENCE,[]
6873,POLSCI 303D,RELIGION RESTRICTIONS VIOLENCE,[]
6874,POLSCI 305S,BLACK POLITICS,[]
6875,POLSCI 310,POL ANALY PUB POL MAKING,[]
6876,POLSCI 310,POL ANALY PUB POL MAKING,[]
6877,POLSCI 310,POL ANALY PUB POL MAKING,[]
6878,POLSCI 310,POL ANALY PUB POL MAKING,[]
6879,POLSCI 310,POL ANALY PUB POL MAKING,[]
6880,POLSCI 310,POL ANALY PUB POL MAKING,[]
6881,POLSCI 310,POL ANALY PUB POL MAKING,[]
6882,POLSCI 310,POL ANALY PUB POL MAKING,[]
6883,POLSCI 313S,GLOBAL PROTEST,[]
6884,POLSCI 318,CONGRESS AND PRESIDENT,[]
6885,POLSCI 321,INTL LAW/INTL INSTITU,[]
6886,POLSCI 322,MIDDLE EAST POLITICS,[]
6887,POLSCI 331,PRISONER'S DILEMMA/DISTR JUSTI,[]
6888,POLSCI 333S,DEMOCRACY AND SOCIAL CHOICE,[]
6889,POLSCI 335S,"ECON, POL, SOC INSTITUTIONS",[]
6890,POLSCI 336S,RACIAL JUSTICE: US & S AFRICA,[]
6891,POLSCI 337S,APARTHEID S-AFRICA/DEMOCRACY,[]
6892,POLSCI 342,STRATEGY AND POLITICS,[]
6893,POLSCI 381,GREEK AND ROMAN LAW,[]
6894,POLSCI 384,INEQUALITY IN POL THOUGHT,[]
6895,POLSCI 390S-1,SPEC TOP IN POLITICAL THEORY,[]
6896,POLSCI 390S-4,SPEC TOP IN POL BEHAVIOR & ID,[]
6897,POLSCI 427S,WORLD IN YOUR HAND,[]
6898,POLSCI 428S,INTL CONFLICT RESOLUTION,[]
6899,POLSCI 435S,CHINESE MEDIA AND POP CULTURE,[]
6900,POLSCI 449,PPE CAPSTONE,[]
6901,POLSCI 468S,WEALTH AND POVERTY OF NATIONS,[]
6902,POLSCI 497S-6,SENIOR SEM IN POL ECONOMY,[]
6903,POLSCI 547,POLITICS OF US FOREIGN POLICY,[]
6904,POLSCI 562S,AMERICAN GRAND STRATEGY,[]
6905,POLSCI 570,FRANKFURT SCHOOL,[]
6906,POLSCI 574S,"DISSENT, DISOBEDIENCE & REV",[]
6907,POLSCI 589S,MOMENTS IN BLACK THEORY,[]
6908,POLSCI 590-3,INTERMEDIATE TOPICS SPC,[]
6909,POLSCI 590-3,INTERMEDIATE TOPICS SPC,[]
6910,POLSCI 630,PROBABILITY AND REGRESSION,[]
6911,POLSCI 630,PROBABILITY AND REGRESSION,[]
6912,POLSCI 633S,POSITIVE POLITICAL THEORY,[]
6913,POLSCI 634,SOC NETWORKS & POL INTERDEPEND,[]
6914,POLSCI 642S,GLOBAL INEQUALITY RESEARCH,[]
6915,POLSCI 690-5,ADV TOP IN POL METHODOLOGY,[]
6916,POLSCI 690S-1,ADV TOP IN POLITICAL THEORY,[]
6917,POLSCI 690S-5,ADV TOP IN POL METHODOLOGY,[]
6918,POLSCI 701,CORE POL BEHAVIOR & IDENTITY,[]
6919,POLSCI 707A,MARINE POLICY,[]
6920,POLSCI 711S,"POLITICS, GROUPS & IDENTITIES",[]
6921,POLSCI 718,CORE IN AMERICAN POLITICS,[]
6922,POLSCI 725S,RESEARCH ON CHINESE POLITICS,[]
6923,POLSCI 730,FORMAL MODELING IN PS,[]
6924,POLSCI 748,INTRO TO CAUSAL INFERENCE,[]
6925,POLSCI 758,WRKSHP IN POLITICAL ECONOMY I,[]
6926,POLSCI 762,POLITICAL ECONOMY INSTITUTIONS,[]
6927,POLSCI 791S,THESIS WRITING,[]
6928,POLSCI 797S,RESEARCH SEMINAR IN POL SCI II,[]
6929,POLSCI 890-1,POLITICAL THEORY,[]
6930,POLSCI 890-2,POLITICAL INSTITUTIONS,[]
6931,POLSCI 890-6,POLITICAL ECONOMY,[]
6932,POLSCI 89S,FIRST-YEAR SEMINAR (TOP),[]
6933,PSY 89S,First-Year Seminar,[]
6934,PSY 101,Introductory Psychology,[]
6935,PSY 102,Cognitive Psychology: Introduction and Survey,[]
6936,PSY 103,Developmental Psychology: Introduction and Survey,[]
6937,PSY 104,Social Psychology,[]
6938,PSY 105,Abnormal Psychology,[]
6939,PSY 106,Biological Bases of Behavior: Introduction and Survey,[]
6940,PSY 107,Biological Bases of Behavior (Team Based Learning),[]
6941,PSY 155FS,Vision,[]
6942,PSY 185FS,Decoding Human Behavior,[]
6943,PSY 190A,Duke-Administered Study Abroad: Special Topics in Psychology,[]
6944,PSY 190FS,Focus - Special Topics Seminars,[]
6945,PSY 190SA,Duke Administered Study Abroad: Special Topics in Psychology,[]
6946,PSY 193FS,Neurobiology of Mind,[]
6947,PSY 201L,Introduction to Statistical Methods in Psychology ,[]
6948,PSY 202,Research Methods in Psychological Science,[]
6949,PSY 203,Practicum,[]
6950,PSY 205,Health Psychology and Behavior Change,[]
6951,PSY 206,"Alcohol: Brain, Individual, and Society",[]
6952,PSY 207,Child Clinical Psychology,[]
6953,PSY 208,Behavioral Aspects of Health,[]
6954,PSY 209,Stress and Coping,[]
6955,PSY 210,The Psychology of Obesity,[]
6956,PSY 211,The Psychology of Health Behavior Change,[]
6957,PSY 212,Introduction to Forensic Psychology,[]
6958,PSY 213,Advanced Abnormal Psychology,[]
6959,PSY 214,Exercise and Mental Health,[]
6960,PSY 220,The Psychology of Gender,[]
6961,PSY 221,Personality,[]
6962,PSY 223,Social Identities,[]
6963,PSY 224,Self and Society,[]
6964,PSY 225,Political Psychology,[]
6965,PSY 226,Sex/Gender - Nature/Nurture: Intersections of Biology and Society,[]
6966,PSY 227,Anthropology and Psychology,[]
6967,PSY 230,Relationships across the Lifespan,[]
6968,PSY 236,Psychosocial Aspects of Human Development,[]
6969,PSY 239,Adolescence,[]
6970,PSY 240,Educational Psychology,[]
6971,PSY 242D,Discovering Education and Human Development I: How Social Scientists Learn from Data,[]
6972,PSY 250,Myths and Mysteries of Memory,[]
6973,PSY 251,Learning and Adaptive Behavior,[]
6974,PSY 252,Psychology of Thinking,[]
6975,PSY 254,The Creative Mind,[]
6976,PSY 255,Human Cognitive Evolution,[]
6977,PSY 255K,"Cognitive Evolution: Apes, Kids and What Makes Humans Smart and Successful",[]
6978,PSY 256,Psychology of Language,[]
6979,PSY 257 (257D),Introduction to Cognitive Neuroscience,[]
6980,PSY 258,Decision Neuroscience,[]
6981,PSY 260,Psychological Anthropology,[]
6982,PSY 273,Behavior and Neurochemistry,[]
6983,PSY 274,"Drugs, Brain, and Behavior",[]
6984,PSY 275,Fundamentals of Neuroscience,[]
6985,PSY 276D,Brain and Behavior: Translating Neuroscience,[]
6986,PSY 277,Looking Inside the Disordered Brain,[]
6987,PSY 278,Neuroethics,[]
6988,PSY 279,Behavioral Neuroimmunology: Brain and Behavior in Health and Disease ,[]
6989,PSY 281,Neuroscientific Approaches to Social Behavior,[]
6990,PSY 282,Neuroscience of Movement and Athletic Performance,[]
6991,PSY 290,Special Topics in Psychology – Lecture,[]
6992,PSY 290A,Duke Administered Study Abroad: Special Topics in Psychology,[]
6993,PSY 290S,Special Topics in Psychology – Seminar,[]
6994,PSY 302L,Brain Waves and Cognition,[]
6995,PSY 303L,Functional Neuroimaging,[]
6996,PSY 304,Child Observation,[]
6997,PSY 305,Research Methods in Social Psychology (S),[]
6998,PSY 306,Research Methods in Clinical Psychology,[]
6999,PSY 308L,Perception and the Brain,[]
7000,PSY 309,Research Methods in Global Health,[]
7001,PSY 309K,Research Methods in Global Health,[]
7002,PSY 310,Research Methods in Psychopathology and Psychotherapy,[]
7003,PSY 313,Contemporary Neuroscience Methods,[]
7004,PSY 316S,Clinical Issues for the LGBTQ Community,[]
7005,PSY 317S,Coping with Catastrophic Events,[]
7006,PSY 318S,Psychology of Positive Emotion and Experience,[]
7007,PSY 321S,Personality and Individual Differences,[]
7008,PSY 322S,Freud and Sexuality,[]
7009,PSY 323,Fundamentals of Global Mental Health,[]
7010,PSY 325,Social Development from Childhood to Early Development,[]
7011,PSY 337S,Social Processes among Peers ,[]
7012,PSY 339S,Life Span Analysis of Social Relationships,[]
7013,PSY 340S,Educational Neuroscience,[]
7014,PSY 351S,Neuroplasticity and Expertise,[]
7015,PSY 352S,Seeing and Knowing: Introduction to Visual Cognition,[]
7016,PSY 375L,Functional Anatomy of the Human Brain,[]
7017,PSY 376S,Behavioral Neuroendocrinology ,[]
7018,PSY 390S,Special Topics in Psychology,[]
7019,PSY 390SA,Duke Administered Study Abroad: Special Topics in Psychology,[]
7020,PSY 393,Research Independent Study,[]
7021,PSY 394,Research Independent Study,[]
7022,PSY 405S,Great Ideas in Psychology,[]
7023,PSY 407S,History of Modern Psychology,[]
7024,PSY 410S,Community Based Prevention Intervention Research,[]
7025,PSY 411S,Disorders of Anxiety,[]
7026,PSY 412S,Psychology of Criminal Behavior,[]
7027,PSY 425,The Psychology of Consumers,[]
7028,PSY 426,Social Psychology of Business,[]
7029,PSY 435S,The Role of Race and Culture on Development,[]
7030,PSY 436S,Clinical Interventions with Children and Families,[]
7031,PSY 437S,Language Development,[]
7032,PSY 444S,Neuroscience Service Learning: Brain Connections,[]
7033,PSY 450S,The Psychology of Trauma and Memory,[]
7034,PSY 451S,Autobiographical Memory,[]
7035,PSY 453S,Mind Wandering and Inattention,[]
7036,PSY 461S,Neurobiology of Learning and Memory,[]
7037,PSY 462S,Neuroscience Applications for Everyday Decision Making,[]
7038,PSY 469S,Cognitive Control and the Prefrontral Cortex,[]
7039,PSY 470S,Cognitive Neuroscience of Memory ,[]
7040,PSY 471S,Reward and Addiction,[]
7041,PSY 473S,The Neurobiology of the Pain System: Its Function and Dysfunctions,[]
7042,PSY 474S,Biological Psychology of Human Development,[]
7043,PSY 477S,Biology of Nervous System Diseases,[]
7044,PSY 478S,"Motivation, Action, Choice: Neural and Behavioral Mechanisms",[]
7045,PSY 479S,Auditory Neuroscience - From Sound to Music,[]
7046,PSY 480,Affective Neuroscience,[]
7047,PSY 490A,Duke Administered Study Abroad: Special Topics in Psychology,[]
7048,PSY 490S,Special Topics in Psychology,[]
7049,PSY 493,Research Independent Study,[]
7050,PSY 494,Research Independent Study,[]
7051,PSY 496,Distinction Thesis Workshop,[]
7052,PSY 499,Current Research in Neuroscience,[]
7053,PSY 499S,Current Research in Neuroscience,[]
7054,PSY 500S,The Cinematic Depiction of Psychopathology,[]
7055,PSY 510S,Developmental Psychopathology,[]
7056,PSY 575,Brain and Language,[]
7057,PSY 580,The Biological Basis of Music,[]
7058,PSY 590,Special Topics in Psychology,[]
7059,PSY 601S,Psychology Teaching Seminar,[]
7060,PSY 603S,  Teachers as Scientists: Psychological Research in the Classroom,[]
7061,PSY 605S,Obesity and Eating Disorders ,[]
7062,PSY 607S,"Personality, Stress, and Disease ",[]
7063,PSY 609S,Psychosocial Determinants of Health,[]
7064,PSY 610S,"The Psychology of Mindfulness Meditation: Theory, Research, and Practice",[]
7065,PSY 611,Global Mental Health,[]
7066,PSY 613S,Clinical Interventions: Treating Emotion Dysregulation and Impulsivity,[]
7067,PSY 625S,"Motives, Goals, and Social Behavior",[]
7068,PSY 627S,Stereotypes and Stigma,[]
7069,PSY 629S,Social Behavior and Personality,[]
7070,PSY 654S,Psychology of Aging,[]
7071,PSY 655S,Children's Peer Relations ,[]
7072,PSY 667S,"Learning and Cognition in Humans, Animals, and Robots ",[]
7073,PSY 668S,Everyday Cognition,[]
7074,PSY 670S,"Language, Brain, and Human Behavior",[]
7075,PSY 671S,Nature and Treatment of Eating Disorders Across the Lifespan ,[]
7076,PSY 673S,Computer Models and the Treatment of Psychiatric Disorders,[]
7077,PSY 681S,Genetics and Environment in Abnormal Behavior,[]
7078,PSY 684S,"Hormones, Brain, and Cognition",[]
7079,PSY 685S,Biological Pathways to Psychopathology,[]
7080,PSY 686S,Principles of Neuroimmunology,[]
7081,PSY 687S,Visual Perception and the Brain,[]
7082,PSY 690S,Special Topics in Psychology,[]
7083,PSY 705,Adult Psychopathology,[]
7084,PSY 707,Models of Intervention and Prevention,[]
7085,PSY 710,"Diversity and Mental Health: Issues in Theory, Treatment, and Research",[]
7086,PSY 713S,Motivation Science in Social Psychology,[]
7087,PSY 714S,Self-Regulation,[]
7088,PSY 715,Seminar in Consumer Behavior,[]
7089,PSY 716,Behavioral Decision Theory,[]
7090,PSY 717,Political Psychology,[]
7091,PSY 718S,Research Design,[]
7092,PSY 720,Applied Multivariate Statistics,[]
7093,PSY 721,Social Development,[]
7094,PSY 722,Advanced Cognitive Development,[]
7095,PSY 725,Seminar in Contemporary Psychotherapy,[]
7096,PSY 727S,Theories of Developmental Psychology,[]
7097,PSY 729S,Foundations of Cognitive Development,[]
7098,PSY 730S,Foundations of Cognitive Psychology,[]
7099,PSY 733,Cognition and Teaching,[]
7100,PSY 735,Personality Assessment,[]
7101,PSY 737S,Language Development ,[]
7102,PSY 739,Ethical Issues in Research and Clinical Practice,[]
7103,PSY 743,Clinical Practicum,[]
7104,PSY 744,Clinical Practicum,[]
7105,PSY 745S,Teaching Practicum,[]
7106,PSY 746S,Teaching Practicum,[]
7107,PSY 748,Child/Adolescent Psychotherapy,[]
7108,PSY 749,Practicum in Psychological Research,[]
7109,PSY 750,Practicum in Psychological Research,[]
7110,PSY 752,Child Assessment,[]
7111,PSY 754S,Clinical Assessment,[]
7112,PSY 755,Research Practicum,[]
7113,PSY 756,Research Practicum,[]
7114,PSY 757S,Cognitive Neuroscience Colloquia,[]
7115,PSY 758S,Cognitive Neuroscience Colloquia,[]
7116,PSY 759S,Principles in Cognitive Neuroscience I,[]
7117,PSY 760S,Principles in Cognitive Neuroscience II,[]
7118,PSY 762,Functional Magnetic Resonance Imaging,[]
7119,PSY 763S,Psychology and Neuroscience First Year Seminar I,[]
7120,PSY 764S,Psychology and Neuroscience First Year Seminar II,[]
7121,PSY 766,Applied Analysis of Variance,[]
7122,PSY 767,Applied Correlation and Regression Analysis,[]
7123,PSY 768,Applied Structural Equation Modeling,[]
7124,PSY 769S,Research Synthesis and Meta-Analysis (G),[]
7125,PSY 770,Applied Multilevel Modeling,[]
7126,PSY 771,Social Cognition,[]
7127,PSY 772,Automaticity,[]
7128,PSY 780S,Foundations of Behavioral and Computational Neuroscience,[]
7129,PSY 781S,Data Methods in Cognitive Psychology,[]
7130,PSY 797,Professional Issues in Clinical Psychology,[]
7131,PSY 798,Professional Issues in Clinical Psychology,[]
7132,PSY 890S,Special Topics in Psychology,[]
7133,PSY 950S,Neurophilosophy,[]
7134,PSY 990,Special Readings in Psychology,[]
7135,NEUROSCI 101,Biological Bases of Behavior: Introduction and Survey (B),[]
7136,NEUROSCI 102,Biological Bases of Behavior (Team Based Learning) (B),[]
7137,NEUROSCI 201,Fundamentals of Neuroscience (B) *,[]
7138,NEUROSCI 202,Medical Neuroscience: Foundations for the Neurological Science *,[]
7139,NEUROSCI 211,Brain and Behavior: Translating Neuroscience (B) *,[]
7140,NEUROSCI 212,"Introduction to Cognitive Neuroscience (B,C)",[]
7141,NEUROSCI 223,Cellular and Molecular Neurobiology,[]
7142,STA  199L,Introduction to Data Science and Statistical Thinking,[]
7143,STA 101,Data Analysis and Statistical Inference,[]
7144,STA 102,Introductory Biostatistics,[]
7145,STA 104,Data Analysis and Statistical Inference - Online,[]
7146,STA 110FS,Focus Program - Introductory Special Topics in Statistics,[]
7147,STA 111,Probability and Statistical Inference,[]
7148,STA 130,Probability and Statistics in Engineering,[]
7149,BIOLOGY 304 (previously 204),Biological Data Analysis,[]
7150,PSY 201L,Introduction to Statistical Methods in Psychology ,[]
7151,STA 230,Probability,[]
7152,NEUROSCI 103L,Computing and the Brain  *,[]
7153,NEUROSCI 104L, Interdisciplinary Introduction to Computer Science,[]
7154,NEUROSCI 301L,Bioelectricity (AC or GE),[]
7155,NEUROSCI 376,"Contemporary Neuroscience Methods (B,C)",[]
7156,NEUROSCI 378L,"Perception and the Brain (B,C)",[]
7157,NEUROSCI 379L,Comparative Neuroanatomy ,[]
7158,NEUROSCI 380L,Functional Anatomy of the Human Brain (B),[]
7159,NEUROSCI 381LA,Sensory Physiology and Behavior of Marine Animals,[]
7160,NEUROSCI 382L,"Functional Neuroimaging (B,C)",[]
7161,NEUROSCI 383L,"Brain Waves and Cognition (B,C)",[]
7162,NEUROSCI 385L,Integrative Neuroscience Laboratory,[]
7163,NEUROSCI 388LS,Experiments in Animal Models of Human Neurodegenerative Disease,[]
7164,NEUROSCI 502,"Neural Signal Acquisition (GE, IM, EL)",[]
7165,NEUROSCI 503,"Computational Neuroengineering (GE, EL)",[]
7166,NEUROSCI 511L,"Intermediate Bioelectricity (GE, EL)",[]
7167,NEUROSCI 515,"Neural Prosthetic Systems (GE, EL, IM)",[]
7168,NEUROSCI 150,Research Practicum,[]
7169,NEUROSCI 391,Neuroscience Independent Scholarship 1,[]
7170,NEUROSCI 392,Neuroscience Independent Scholarship 2,[]
7171,NEUROSCI 493,Research Independent Study 1,[]
7172,NEUROSCI 494,Research Independent Study 2,[]
7173,NEUROSCI 495,Research Independent Study 3,[]
7174,NEUROSCI 496,Research Independent Study 4,[]
7175,NEUROSCI 89S,First-Year Seminar Special Topics,[]
7176,NEUROSCI 116S,Neuroscience and Human Language,[]
7177,NEUROSCI 190S,Special Topics in Neuroscience,[]
7178,NEUROSCI  250,"Brains, Everywhere",[]
7179,NEUROSCI 237 / 237S,Religion and Science ,[]
7180,NEUROSCI 241,Flaubert's Brain: Neurohumanities,[]
7181,NEUROSCI 242A,"The Creative Brain: Literature, Arts & Cognition",[]
7182,NEUROSCI 245A,Cultured Brain: Neuroscience of Perception and Action,[]
7183,NEUROSCI 252,Philosophy and Neuroscience,[]
7184,NEUROSCI 267,"Neuroethics (B,C)",[]
7185,NEUROSCI 278,"Sex/Gender - Nature/Nurture: Intersections of Biology and Society (B,D,S)",[]
7186,NEUROSCI 288S,Music as Biology,[]
7187,NEUROSCI 289,Music and the Brain ( * IMPORTANT Enrollment note in description.),[]
7188,NEUROSCI 290,Special Topics in Neuroscience,[]
7189,NEUROSCI 290-1,Topics in Literature and Neuroscience,[]
7190,NEUROSCI 290A,Duke Administered Study Abroad: Special Topics in Neuroscience,[]
7191,NEUROSCI 290S,Special Topics in Neuroscience,[]
7192,NEUROSCI 333S,NEUROSCIENCE AND NUTRITION,[]
7193,NEUROSCI 340S,"Educational Neuroscience (B,C,D)",[]
7194,NEUROSCI 555S,Topics in Philosophy of Mind,[]
7195,NEUROSCI 595,"LANGUAGE, MUSIC AND DEMENTIA",[]
7196,NEUROSCI 258,"Decision Neuroscience (B,C)",[]
7197,NEUROSCI 277,"Looking Inside the Disordered Brain (A,B,C)",[]
7198,NEUROSCI 282,Neuroscience of Movement and Athletic Performance (B),[]
7199,NEUROSCI 322,From Neurons to Brain,[]
7200,NEUROSCI 350,Pharmacology: Drug Actions and Reactions,[]
7201,NEUROSCI 360,"Drugs, Brain, and Behavior (B)",[]
7202,NEUROSCI 363,Behavior and Neurochemistry (B),[]
7203,NEUROSCI 373,Behavioral Neuroimmunology: Brain and Behavior in Health and Disease (B),[]
7204,NEUROSCI  450,Second Language Acquisition and Research,[]
7205,NEUROSCI 499,Current Research in Neuroscience (B),[]
7206,NEUROSCI 504,"Fundamentals of Electrical Stimulation of the Nervous System (GE, EL)",[]
7207,NEUROSCI 507,"Neuronal Control of Movement (GE, EL)",[]
7208,NEUROSCI 510,"Brain and Language (B,C)",[]
7209,NEUROSCI 533,Essentials of Pharmacology and Toxicology,[]
7210,NEUROSCI 560,"Molecular Basis of Membrane Transport (GE, EL, MC)",[]
7211,NEUROSCI 590,Special Topics in Neuroscience,[]
7212,NEUROSCI 351S,Neuroplasticity and Expertise (B),[]
7213,NEUROSCI 352S,Social and Affective Neuroscience,[]
7214,NEUROSCI 352S,"Social and Affective Neuroscience (B,C)",[]
7215,NEUROSCI 353S,"Neuroplasticity and Disease: Molecules, Cells, and Circuits",[]
7216,NEUROSCI 355S,Visual Perception and the Brain,[]
7217,NEUROSCI 366S,Behavioral Neuroendocrinology,[]
7218,NEUROSCI 388LS,Experiments in Animal Models of Human Neurodegenerative Disease,[]
7219,NEUROSCI 390,Special Topics in Neuroscience,[]
7220,NEUROSCI 390S,Special Topics in Neuroscience,[]
7221,NEUROSCI 421S,Biology of Nervous System Diseases (B),[]
7222,NEUROSCI 423S,Development of Neural Circuits,[]
7223,NEUROSCI 425S,Auditory Neuroscience – From Sound to Music (B),[]
7224,NEUROSCI 426S,Visual Processing,[]
7225,NEUROSCI 427S,Current Topics in Sensory Biology,[]
7226,NEUROSCI 438AS,Neuroscience and Multilingualism,[]
7227,NEUROSCI 439S,Neuroscience and Multilingualism,[]
7228,NEUROSCI 451S,Autobiographical Memory (C),[]
7229,NEUROSCI 461S,"Neurobiology of Learning and Memory (B, C)",[]
7230,NEUROSCI 462S,"Neuroscience Applications for Everyday Decision Making (B, C, S)",[]
7231,NEUROSCI 469S,"Cognitive Control and the Prefrontral Cortex (B, C)",[]
7232,NEUROSCI 470S,"Cognitive Neuroscience of Memory (B,C)",[]
7233,NEUROSCI 471S,"Reward and Addiction (A,B)",[]
7234,NEUROSCI 478S,"Motivation, Action, Choice: Neural and Behavioral Mechanisms (B,C)",[]
7235,NEUROSCI 499S,Current Research in Neuroscience (B),[]
7236,NEUROSCI 500S,The Cinematic Depiction of Psychopathology,[]
7237,NEUROSCI 590S,Special Topics in Neuroscience,[]
7238,NEUROSCI 685S,"Biological Pathways to Psychopathology (A,B,C)",[]
7239,NEUROSCI 780S,Foundations of Behavioral and Computational Neuroscience,[]
7240,PHIL 198FS,"Puzzles of the Mind: Humans, Animals, and Machines",[]
7241,PSY 102,Cognitive Psychology: Introduction and Survey,[]
7242,BIOCHEM 301,Introductory Biochemistry I: Intermediary Metabolism,[]
7243,BIOLOGY 201L,Gateway to Biology: Molecular Biology,[]
7244,BIOLOGY 202L,Gateway to Biology: Genetics and Evolution,[]
7245,BIOLOGY 220,Cellular and Developmental Biology,[]
7246,BIOLOGY 267D,Behavioral Ecology and the Evolution of Animal Behavior,[]
7247,BIOLOGY 278LA,Comparative Physiology of Marine Animals,[]
7248,BIOLOGY 329D,Principles of Animal Physiology,[]
7249,BIOLOGY 329L,Principles of Animal Physiology,[]
7250,BIOLOGY 330L,Comparative and Functional Anatomy of the Vertebrates,[]
7251,BIOLOGY 372LA,Biochemistry of Marine Animals,[]
7252,COMPSCI 201,Data Structures and Algorithms,[]
7253,COMPSCI 224,Introduction to Computer Modeling,[]
7254,ENVIRON 280LA,Sound in the Sea: Introduction to Marine Bioacoustics,[]
7255,EVANTH 260,Human Cognitive Evolution,[]
7256,EVANTH 333L,The Human Body,[]
7257,EVANTH 341,Primate Sexuality,[]
7258,LINGUIST 212FS,"Law, Ethics & Responsibility",[]
7259,MATH 216,Linear Algebra and Differential Equations,[]
7260,MATH 221,Linear Algebra and Applications,[]
